timestamp,price,amount,side
1780952629.626,0.02668,0.0101,buy
1780952629.633,0.02668,1.7694,buy
1780952629.64,0.02668,0.5134,buy
1780952640.467,0.02667,0.0589,sell
1780952648.527,0.02667,1.1526,sell
1780952648.527,0.02667,0.1751,sell
1780952660.706,0.02667,0.0089,buy
1780952661.29,0.02667,0.059,buy
1780952673.45,0.02667,0.0298,buy
1780952681.363,0.02668,0.0505,buy
1780952681.368,0.02668,0.1308,buy
1780952681.404,0.02668,0.1603,buy
1780952681.411,0.02668,0.0389,buy
1780952681.455,0.02668,0.5213,buy
1780952681.455,0.02668,2.486,buy
1780952681.455,0.02668,1.32,buy
1780952681.456,0.02668,1.834,buy
1780952685.846,0.02669,2.7927,buy
1780952685.852,0.0267,0.4,buy
1780952685.852,0.0267,0.1123,buy
1780952685.859,0.0267,8.2887,buy
1780952685.896,0.0267,1.4715,buy
1780952685.896,0.0267,4.9697,buy
1780952685.897,0.0267,1.3172,buy
1780952686.008,0.02671,0.2205,buy
1780952686.008,0.02671,0.2025,buy
1780952686.008,0.02671,8.8215,buy
1780952686.038,0.0267,0.0589,sell
1780952686.048,0.02671,1.6329,buy
1780952686.048,0.02672,5.4671,buy
1780952686.07,0.02671,0.0161,sell
1780952686.185,0.02671,1.32,sell
1780952686.201,0.02671,1.7046,sell
1780952686.23,0.0267,0.0072,sell
1780952686.241,0.0267,0.0374,sell
1780952686.248,0.0267,0.4,sell
1780952687.13,0.0267,0.0047,sell
1780952688.713,0.02671,0.0067,buy
1780952689.136,0.0267,0.0391,sell
1780952690.394,0.0267,3.943,sell
1780952690.397,0.0267,1.7767,sell
1780952691.006,0.02669,0.1895,sell
1780952694.65,0.02669,0.2948,sell
1780952695.94,0.0267,0.0123,buy
1780952696.592,0.02669,0.0265,sell
1780952699.679,0.02669,0.2949,sell
1780952705.213,0.02669,0.2949,sell
1780952709.87,0.02669,0.2949,sell
1780952722.173,0.02669,0.2948,sell
1780952728.026,0.02669,0.2949,sell
1780952734.336,0.02669,0.2948,sell
1780952758.033,0.02669,0.0052,sell
1780952773.905,0.0267,0.0059,buy
1780952790.537,0.0267,0.1589,buy
1780952790.544,0.0267,0.008,buy
1780952790.551,0.0267,0.9419,buy
1780952790.559,0.0267,0.1996,buy
1780952790.566,0.0267,0.4719,buy
1780952790.568,0.0267,0.2023,buy
1780952834.702,0.02671,0.025,buy
1780952834.983,0.02671,0.1668,buy
1780952838.697,0.02671,0.0686,buy
1780952838.697,0.02671,0.004,buy
1780952838.702,0.02672,2.25,buy
1780952838.705,0.02672,0.1156,buy
1780952838.706,0.02672,0.2952,buy
1780952838.714,0.02672,2.862,buy
1780952838.714,0.02672,0.2375,buy
1780952838.716,0.02672,5.6488,buy
1780952838.718,0.02672,0.2933,buy
1780952838.72,0.02672,1.2492,buy
1780952838.768,0.02673,0.0208,buy
1780952838.768,0.02673,0.3118,buy
1780952838.866,0.02673,5.296,buy
1780952838.929,0.02673,8.8789,buy
1780952838.934,0.02672,0.0187,sell
1780952839.031,0.02672,2.4356,sell
1780952839.049,0.02673,0.0548,buy
1780952839.049,0.02674,2.4302,buy
1780952839.072,0.02673,0.0176,sell
1780952840.051,0.02674,0.1798,buy
1780952840.746,0.02674,1.1126,buy
1780952840.884,0.02675,0.0439,buy
1780952840.884,0.02675,1.0696,buy
1780952841.079,0.02675,5.296,sell
1780952841.081,0.02675,2.486,sell
1780952841.081,0.02675,0.66,sell
1780952841.081,0.02675,2.648,sell
1780952841.281,0.02675,0.0444,sell
1780952841.303,0.02674,0.0556,sell
1780952841.502,0.02675,0.0042,buy
1780952841.756,0.02674,0.0849,sell
1780952841.78,0.02675,1.2,buy
1780952841.786,0.02675,1.6044,buy
1780952842.511,0.02674,0.093,sell
1780952843.529,0.02675,0.0244,buy
1780952843.529,0.02675,0.004,buy
1780952845.628,0.02675,0.2946,sell
1780952847.698,0.02676,0.4,buy
1780952849.339,0.02676,2.2597,buy
1780952849.51,0.02676,0.0176,sell
1780952850.506,0.02676,0.0052,sell
1780952852.36,0.02676,0.3466,sell
1780952853.097,0.02675,0.0678,sell
1780952853.221,0.02675,0.2944,sell
1780952856.163,0.02675,0.028,sell
1780952856.163,0.02674,0.0284,sell
1780952857.683,0.02674,0.2943,sell
1780952858.582,0.02675,0.0301,buy
1780952858.583,0.02675,5.9416,buy
1780952858.586,0.02675,0.1158,buy
1780952858.587,0.02675,0.1337,buy
1780952858.588,0.02675,0.2223,buy
1780952858.592,0.02676,0.4,buy
1780952858.769,0.02676,0.0694,buy
1780952859.851,0.02676,0.0587,sell
1780952861.789,0.02676,0.054,sell
1780952861.789,0.02675,0.0047,sell
1780952862.818,0.02675,0.2944,sell
1780952863.633,0.02675,0.0587,sell
1780952866.308,0.02676,0.257,buy
1780952866.309,0.02676,0.339,buy
1780952866.309,0.02676,0.108,buy
1780952866.31,0.02676,0.011,buy
1780952866.31,0.02676,0.484,buy
1780952866.31,0.02676,0.5748,buy
1780952866.31,0.02676,1.1957,buy
1780952866.31,0.02676,1.7545,buy
1780952866.352,0.02677,0.483,buy
1780952866.393,0.02677,0.6436,buy
1780952866.411,0.02677,0.0472,buy
1780952866.415,0.02677,0.0472,buy
1780952866.417,0.02677,1.266,buy
1780952866.417,0.02677,6.2949,buy
1780952866.417,0.02677,0.057,buy
